1,1500
2,7500
3,8500
4,8000
5,2000
6,2500
7,8695
8,6666
9,666
10,777
11,7777
12,7660
13,484
14,305
15,329
16,7075
17,160
18,6000
19,6637
20,6500
21,838
22,1737
23,1308
24,278
25,6918
26,2656
27,9080
28,6098
29,9020
30,8719
31,6966
32,8214
33,4614
34,241
35,564
36,4279
37,1794
38,388
39,2155
40,9016
41,122
42,9649
43,438
44,1754
45,8334
46,144
47,1468
48,1508
49,2887
50,4666
51,374
52,9785
53,439
54,1223
55,6589
56,9814
57,7178
58,6180
59,3203
60,4029
61,548
62,7184
63,9397
64,1940
65,5924
66,7682
67,4183
68,9805
69,8142
70,1530
71,5446
72,8174
73,1914
74,9787
75,7144
76,6132
77,339
78,6016
79,328
80,8257
81,4798
82,146
83,4758
84,4267
85,9966
86,1313
87,340
88,9253
89,8792
90,3347
91,8445
92,3756
93,7310
94,7380
95,5500
96,4721
97,1200
98,742
99,4678
100,2283
101,9317
102,3443
103,4000
104,3337
105,382
106,5114
107,5434
108,2895
109,730
110,1549
111,2743
112,3500
113,6232
114,4179
115,2815
116,3390
117,275
118,3135
119,555
120,4500
121,1793
122,3453
123,4688
124,483
125,9727
126,1825
127,2341
128,4018
129,1836
130,8126
131,7141
132,9614
133,1908
134,8086
135,3253
136,489
137,1248
138,7675
139,8155
140,7547
141,9104
142,2221
143,2168
144,7119
145,1954
146,4226
147,8988
148,879
149,1672
150,351
151,878
152,5136
153,2677
154,389
155,267
156,8657
157,6992
158,7045
159,6403
160,2725
161,8633
162,491
163,8499
164,2747
165,4171
166,4652
167,1723
168,3769
169,5847
170,3841
171,7967
172,8582
173,5969
174,8062
175,6241
176,7626
177,1105
178,5220
179,6793
180,1585
181,1832
182,8721
183,9831
184,6174
185,325
186,8993
187,9925
188,1758
189,9736
190,7034
191,2412
192,8167
193,133
194,9721
195,9267
196,1125
197,3267
198,6705
199,8505
200,1610
201,2577
202,4695
203,7673
204,2303
205,4838
206,9470
207,5984
208,4083
209,9423
210,8313
211,625
212,2136
213,2432
214,2580
215,8280
216,6302
217,276
218,322
219,5399
220,7948
221,5311
222,2607
223,371
224,983
225,2105
226,446
227,6831
228,6362
229,7265
230,8534
231,5657
232,5184
233,2892
234,10
235,435
236,5142
237,7429
238,8745
239,1616
240,7932
241,2958
242,3711
243,6543
244,7610
245,3321
246,815
247,8530
248,6518
249,6871
250,192
251,106
252,2773
253,7769
254,21
255,6903
256,9594
257,4289
258,7169
259,7200
260,995
261,6620
262,8281
263,4912
264,5891
265,3012
266,3330
267,7506
268,2391
269,5551
270,113
271,477
272,9102
273,1395
274,5888
275,3969
276,8260
277,9676
278,5537
279,6900
280,7217
281,2885
282,7342
283,6003
284,6397
285,1398
286,2949
287,94
288,5648
289,3831
290,9217
291,255
292,293
293,1926
294,7306
295,225
296,9240
297,5769
298,4728
299,6995
300,465
301,6291
302,314
303,441
304,4031
305,8967
306,3349
307,6093
308,4220
309,6487
310,283
311,758
312,2962
313,6823
314,8811
315,8863
316,1225
317,4445
318,3916
319,1080
320,7175
321,392
322,8699
323,73
324,8734
325,9999
326,1457
327,1524
328,378
329,1808
330,1620
331,1840
332,4193
333,4828
334,3511
335,4522
336,8186
337,5638
338,2316
339,5410
340,6141
341,2266
342,4462
343,7091
344,4536
345,201
346,344
347,5830
348,7702
349,9249
350,3143
351,6742
352,7858
353,7244
354,7155
355,4952
356,249
357,3640
358,2484
359,6997
360,884
361,3754
362,3211
363,499
364,5174
365,7311
366,9760
367,1929
368,6595
369,436
370,1859
371,4392
372,7006
373,9178
374,8424
375,1536
376,6860
377,8809
378,6469
379,7865
380,2072
381,2353
382,6968
383,7448
384,1824
385,8459
386,9922
387,4814
388,693
389,1679
390,5356
391,6794
392,5147
393,7680
394,9298
395,3294
396,7730
397,9136
398,485
399,766
400,2176
401,4310
402,7332
403,468
404,5788
405,3920
406,338
407,6051
408,8461
409,108
410,1437
411,2775
412,3802
413,5988
414,4101
415,4737
416,263
417,6810
418,2589
419,5705
420,6116
421,9535
422,800
423,4466
424,9947
425,1087
426,1494
427,5814
428,5592
429,9493
430,5572
431,9064
432,4901
433,2090
434,1294
435,8230
436,1420
437,6190
438,1937
439,3892
440,6706
441,8767
442,3804
443,877
444,2907
445,8147
446,2573
447,3794
448,5261
449,8549
450,9038
451,1561
452,3699
453,9373
454,3084
455,6006
456,956
457,4889
458,8576
459,8403
460,9851
461,9345
462,2719
463,8333
464,8642
465,5408
466,1323
467,6123
468,3068
469,3797
470,1137
471,1282
472,2769
473,2125
474,9228
475,3858
476,8972
477,4113
478,3777
479,3944
480,4339
481,4475
482,7137
483,9350
484,3643
485,5772
486,4744
487,409
488,2108
489,2210
490,6278
491,7670
492,2948
493,6724
494,9418
495,7656
496,8276
497,9703
498,3834
499,4733
500,7103
501,8926
502,41
503,48
504,6798
505,8763
506,2772
507,1945
508,102
509,6239
510,7502
511,9746
512,5577
513,8068
514,9536
515,1674
516,8782
517,45
518,408
519,2005
520,3547
521,7194
522,7371
523,447
524,684
525,2038
526,2103
527,487
528,13
529,640
530,3256
531,3716
532,3863
533,4613
534,6026
535,9389
536,2738
537,5920
538,7892
539,9216
540,500
541,14
542,4268
543,5942
544,7773
545,8770
546,2752
547,429
548,8733
549,1100
550,284
551,6226
552,8121
553,1405
554,323
555,4570
556,5751
557,7685
558,1567
559,2928
560,8574
561,3667
562,9522
563,461
564,7648
565,3958
566,247
567,334
568,3020
569,8795
570,4671
571,1806
572,3328
573,2200
574,2039
575,3107
576,7406
577,5520
578,332
579,8310
580,227
581,1551
582,5832
583,9627
584,2649
585,4357
586,9044
587,3037
588,6881
589,3925
590,4862
591,8838
592,7692
593,1729
594,5436
595,1589
596,7945
597,459
598,812
599,866
600,1531
601,6576
602,3513
603,7635
604,4515
605,310
606,9318
607,8483
608,9147
609,8570
610,696
611,4346
612,7350
613,9291
614,3561
615,6553
616,8706
617,6446
618,949
619,3877
620,6927
621,1032
622,1161
623,4696
624,2888
625,5202
626,3247
627,341
628,3495
629,9605
630,75
631,456
632,1146
633,1214
634,6967
635,190
636,3503
637,5689
638,6730
639,261
640,9371
641,1141
642,2814
643,9107
644,569
645,6520
646,277
647,2425
648,3762
649,1762
650,2965
651,5889
652,8116
653,1327
654,1810
655,9653
656,2486
657,5019
658,5807
659,370
660,3019
661,8608
662,5971
663,7246
664,9638
665,394
666,2706
667,8828
668,8861
669,1378
670,4698
671,7817
672,6628
673,2174
674,1658
675,4641
676,5171
677,3846
678,9433
679,9495
680,4972
681,7458
682,8172
683,2628
684,9179
685,6314
686,9163
687,9598
688,279
689,2227
690,2955
691,6752
692,207
693,1292
694,7213
695,9088
696,1644
697,2473
698,7894
699,9184
700,9745
701,789
702,916
703,1049
704,2305
705,6215
706,9615
707,9857
708,7049
709,2710
710,4653
711,5828
712,7081
713,196
714,1121
715,4157
716,472
717,5673
718,6848
719,7973
720,4471
721,460
722,1057
723,1739
724,9166
725,115
726,2401
727,4196
728,3504
729,7087
730,8365
731,2073
732,5423
733,605
734,2332
735,4702
736,7820
737,407
738,9425
739,4818
740,8692
741,1818
742,5129
743,3336
744,3421
745,5760
746,1493
747,6292
748,7618
749,8408
750,4738
751,208
752,2132
753,2731
754,4617
755,38
756,6371
757,8037
758,4590
759,2705
760,3668
761,4381
762,6277
763,7698
764,1329
765,448
766,966
767,3492
768,6659
769,3932
770,5188
771,7641
772,3208
773,3342
774,8739
775,211
776,6909
777,2667
778,3931
779,5603
780,6039
781,221
782,535
783,4120
784,4383
785,138
786,387
787,6982
788,368
789,3713
790,6497
791,5879
792,7823
793,1799
794,2146
795,2447
796,5140
797,6253
798,7737
799,126
800,672
801,8999
802,2047
803,3040
804,4919
805,755
806,8979
807,3607
808,4767
809,9331
810,8481
811,232
812,4687
813,6597
814,1115
815,5730
816,132
817,6060
818,8560
819,4957
820,5251
821,5385
822,8406
823,1682
824,6251
825,3875
826,4152
827,5287
828,610
829,3198
830,3726
831,5340
832,176
833,543
834,3071
835,524
836,1900
837,6713
838,8738
839,4465
840,8495
841,3646
842,5743
843,6211
844,6991
845,8023
846,9761
847,4262
848,6213
849,1147
850,2655
851,9748
852,272
853,3426
854,9833
855,1037
856,2030
857,2508
858,3088
859,4541
860,5995
861,426
862,463
863,4883
864,7066
865,9225
866,4116
867,377
868,2995
869,9424
870,9507
871,42
872,2204
873,3139
874,6388
875,5303
876,473
877,1006
878,6600
879,100
880,3461
881,3837
882,8504
883,1523
884,882
885,1217
886,4539
887,2880
888,7721
889,8965
890,9109
891,235
892,2851
893,2953
894,5649
895,8041
896,9309
897,773
898,3041
899,3939
900,5199
901,6409
902,7013
903,2437
904,4362
905,6205
906,50
907,1684
908,6283
909,6359
910,8869
911,2096
912,3004
913,5464
914,6047
915,8592
916,2202
917,2292
918,5655
919,8164
920,511
921,1984
922,2167
923,3333
924,9410
925,4633
926,5774
927,9439
928,9984
929,295
930,3901
931,6582
932,8012
933,8019
934,914
935,1924
936,6172
937,8373
938,3062
939,3526
940,5115
941,2194
942,5927
943,906
944,2254
945,7401
946,3604
947,7745
948,8575
949,2205
950,5432
951,7684
952,3891
953,5128
954,8517
955,274
956,4552
957,6663
958,1529
959,9329
960,834
961,1921
962,2479
963,6064
964,6625
965,9932
966,1276
967,2085
968,1060
969,1498
970,2750
971,2780
972,3611
973,4292
974,5898
975,6361
976,8440
977,2434
978,2961
979,5954
980,3690
981,6033
982,8253
983,1849
984,445
985,1044
986,6431
987,8401
988,2002
989,7593
990,6052
991,7022
